2019/5/8 上午 11:32:16	1.699886	4.057963	3.389842	1.528867	2.113454	2.005581	0.616877	1.413265	1.069090	1.910699	1.619638	1.655815	3.930028	1.903299	11.668810	58.080000
2019/5/8 上午 11:32:17	1.724552	4.066842	3.400366	1.543338	2.125952	2.026958	0.619837	1.405536	1.064486	1.900175	1.614212	1.696597	3.944170	1.905437	11.668810	58.080000
2019/5/8 上午 11:32:18	1.747573	4.076051	3.410232	1.556658	2.137298	2.046856	0.622632	1.398959	1.059717	1.891130	1.608785	1.735734	3.957325	1.907410	11.668810	58.080000
2019/5/8 上午 11:32:19	1.770431	4.084602	3.419441	1.568991	2.148645	2.066095	0.625263	1.393039	1.055770	1.882744	1.603523	1.773062	3.969165	1.909548	11.668810	58.080000
2019/5/8 上午 11:32:20	1.792301	4.092331	3.427334	1.581324	2.159662	2.084348	0.628223	1.387283	1.052317	1.875015	1.599248	1.809074	3.980676	1.912014	11.668810	58.080000
2019/5/8 上午 11:32:21	1.811870	4.098908	3.435721	1.592670	2.169857	2.101286	0.630525	1.381857	1.049028	1.867451	1.595137	1.842291	3.991200	1.913330	11.668810	58.080000
2019/5/8 上午 11:32:22	1.831603	4.105486	3.441969	1.604839	2.178573	2.118387	0.633156	1.377252	1.045739	1.860873	1.591026	1.875015	4.001066	1.915632	11.668810	58.080000
2019/5/8 上午 11:32:23	1.850842	4.111406	3.448383	1.615692	2.187946	2.134996	0.634636	1.372155	1.042779	1.854953	1.587737	1.905930	4.010440	1.917112	11.668810	58.080000
2019/5/8 上午 11:32:24	1.868437	4.117161	3.454138	1.626216	2.196168	2.150125	0.636939	1.368537	1.039984	1.849198	1.584448	1.935694	4.018662	1.919414	11.668810	58.080000
2019/5/8 上午 11:32:25	1.885375	4.122259	3.458907	1.635918	2.204061	2.164431	0.639734	1.364591	1.037846	1.843936	1.581653	1.963978	4.026390	1.921223	11.668810	58.080000
2019/5/8 上午 11:32:26	1.901655	4.126534	3.464498	1.646113	2.211461	2.177751	0.641379	1.361137	1.035215	1.839167	1.579022	1.990946	4.034283	1.922867	11.668810	58.080000
2019/5/8 上午 11:32:27	1.917276	4.131303	3.468609	1.655158	2.218696	2.191235	0.643352	1.357355	1.033406	1.834398	1.576555	2.016928	4.041190	1.924018	11.668810	58.080000
2019/5/8 上午 11:32:28	1.931912	4.135578	3.472555	1.663380	2.225767	2.204061	0.645325	1.354560	1.031433	1.830452	1.574253	2.041594	4.047274	1.925992	11.668810	58.080000
2019/5/8 上午 11:32:29	1.946054	4.138703	3.476173	1.672424	2.232016	2.216065	0.646970	1.351600	1.029131	1.827163	1.571786	2.065602	4.053687	1.927472	13.227167	58.110000
2019/5/8 上午 11:32:30	1.959702	4.141992	3.479955	1.680810	2.238265	2.227576	0.648614	1.349133	1.027486	1.823545	1.569813	2.088295	4.059443	1.929116	13.227167	58.110000
2019/5/8 上午 11:32:31	1.972364	4.146267	3.483408	1.688539	2.244020	2.238594	0.650587	1.346995	1.025842	1.819763	1.568168	2.110494	4.064705	1.930103	13.227167	58.110000
2019/5/8 上午 11:32:32	1.985190	4.149063	3.486368	1.696597	2.249447	2.249940	0.651903	1.344529	1.024033	1.817132	1.567182	2.131378	4.069802	1.931747	13.227167	58.110000
2019/5/8 上午 11:32:33	1.996866	4.151694	3.488835	1.703997	2.255038	2.259971	0.653547	1.342391	1.022882	1.814830	1.565373	2.151440	4.074736	1.932898	13.227167	58.110000
2019/5/8 上午 11:32:34	2.007719	4.154818	3.491630	1.711068	2.259478	2.269344	0.655192	1.340089	1.021567	1.811705	1.563729	2.171173	4.079340	1.934214	13.227167	58.110000
2019/5/8 上午 11:32:35	2.019065	4.157449	3.493933	1.717974	2.264411	2.279046	0.656672	1.338116	1.020087	1.809732	1.562577	2.190248	4.083122	1.935529	13.227167	58.110000
2019/5/8 上午 11:32:36	2.029918	4.160245	3.496235	1.724223	2.269673	2.289077	0.657658	1.336636	1.018771	1.807594	1.561262	2.207679	4.087562	1.937338	13.227167	58.110000
2019/5/8 上午 11:32:37	2.039785	4.161724	3.497715	1.730800	2.273948	2.297463	0.658809	1.334827	1.017949	1.805457	1.559946	2.224781	4.091344	1.938818	13.227167	58.110000
2019/5/8 上午 11:32:38	2.049158	4.164191	3.499852	1.737214	2.277566	2.305357	0.660454	1.333347	1.016962	1.803319	1.559289	2.241389	4.095126	1.940298	13.227167	58.110000
2019/5/8 上午 11:32:39	2.058367	4.166822	3.501661	1.743298	2.281842	2.313414	0.661276	1.332360	1.016304	1.802003	1.557973	2.257833	4.098579	1.941614	13.227167	58.110000
2019/5/8 上午 11:32:40	2.068562	4.168138	3.502484	1.748396	2.286281	2.321472	0.662756	1.330222	1.014989	1.800195	1.555671	2.272797	4.101210	1.942765	13.227167	58.110000
2019/5/8 上午 11:32:41	2.076455	4.170440	3.503963	1.754316	2.289570	2.329036	0.663414	1.329565	1.015647	1.797892	1.556986	2.286939	4.105321	1.943258	14.286142	58.040000
2019/5/8 上午 11:32:42	2.084513	4.172413	3.506101	1.759907	2.292695	2.336929	0.664236	1.328414	1.013180	1.798221	1.555013	2.303219	4.107130	1.945067	14.286142	58.040000
2019/5/8 上午 11:32:43	2.093392	4.173235	3.507581	1.765333	2.296148	2.343671	0.666045	1.327756	1.012851	1.796906	1.554027	2.317032	4.110419	1.946547	14.286142	58.040000
2019/5/8 上午 11:32:44	2.100135	4.175373	3.508074	1.770102	2.299437	2.350413	0.667031	1.327262	1.011864	1.794604	1.553698	2.330352	4.112557	1.946876	14.286142	58.040000
2019/5/8 上午 11:32:45	2.107699	4.177182	3.509719	1.775693	2.303054	2.356169	0.668511	1.324960	1.010878	1.793946	1.551395	2.343178	4.115023	1.948849	14.286142	58.040000
2019/5/8 上午 11:32:46	2.114934	4.177182	3.506101	1.781613	2.303712	2.364884	0.668182	1.325618	1.009069	1.789506	1.554849	2.354853	4.118641	1.948849	14.286142	58.040000
